,Rk,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
PasAss,-0.007989335046780179,-0.007560238112106689,0.006404830438565052,0.04432002899629884,-0.031313480920761215,-0.034077147820736335,-0.03416453168973043,0.17423212184201423,0.21625714555578507,0.1508085055053016,0.14003088542089476,0.03989629831046686,0.05849397326060336,0.2074244320257568,0.13857411222610683,0.10329233526320557,0.11364202569792903,0.06226381352844508,0.1035895143080607,-0.006341876053777535,-0.030043563997817397,-0.14368476864877347,0.20154367601235434,0.24108980974480784,-0.023876229457420118,-0.0990358753728515,-0.0529285720472185,-0.07955604848800885,-0.027109097511607637,-0.09037042360686032,0.05166723269130758,0.3570526474428049,1.0,0.10762653136772694,0.4687726120602717,0.31872913943436587,0.2434587207544897,0.10358951430806074,0.09967911153713808,0.03501440273161598,0.018303199758748223,0.23136000313375502,0.13609484905981303,0.42757079784924573,0.018183469734882732,0.3360605665948769,0.2336456433473035,0.28788701454343374,0.10585531269914661,0.06226381352844511,0.04602152189432571,0.18468014000079122,0.6686790913806413,0.6548431504771285,0.4471271234326001,0.06692929058249952,0.11873305515804385,0.10789503879581637,0.029388212517632788,0.2727728346286119,0.31716070569176164,0.18320606069941306,0.02633827194780622,-0.0005551932781515595,0.06485355608543737,0.045269743807506126,0.03192175428847875,0.004403883194580808,-0.06350189779166268,0.03478149846175595,0.16955412784475443,0.006516460233073401,0.11508626147654485,-0.056545045462973134,0.1741120645996596,-0.01940069601199405,-0.13216621533681444,0.03735805476293023,-0.07288600725120778,-0.0037298231333137014,-0.24925071435996013,-0.10843502685758064,0.14893279057510486,-0.3083591616552399,-0.3530332807414162,0.11946055972028503,0.544942969927692,0.2921945745466822,0.1485976911694455,0.3157564922224756,0.24647637632400707,0.05768184844098997,0.2611859638692636,0.16535012964256407,0.18060135212911965,0.2612584618072839,0.2477949033548322,0.42198148642231936,0.4729332464673484,0.24256249549891623,0.19436557920142236,0.21900029562881151,0.21879149384786659,0.4023601217244322,-0.018852926589073858,-0.031027836663427864,-0.019530496591995582,0.019195409489536353,0.12673058744888718,0.06475315639612562,0.42757079784924573,0.004403883194580808,0.06068728708317489,-0.01654184063806217,-0.04664009443241877,0.09681241196687032,-0.10370202956068784,0.04178740172555577,-0.17944206902506596
Pas3rd,-0.0027006072421912348,0.0870420726720313,-0.0859562074440025,0.1336946812485281,0.12937082608008862,0.1315269957168446,0.1313292684691351,-0.049986861412652905,-0.03573177594263025,-0.07325205158535048,0.03270943528712608,-0.014274100666638518,0.03163334215908124,0.3044838595620068,0.13119767576982783,-0.025888510317170467,-0.027501199750790482,0.6632142457030973,0.6554415861070231,0.34801944842462157,0.6084662993812961,0.3570505571285756,0.603311725550555,0.5982652071114464,0.1976548288490605,0.5269172251301976,0.5392408283639146,0.24279950418157964,0.3829161883297285,0.2332659188451348,0.32007076814443747,-0.0018723422874789752,0.10762653136772694,1.0,0.15027522428772802,0.012523710657243522,0.7113613042375001,0.6554415861070231,0.677929509367223,0.03243576805685652,0.18041190298681745,0.16433519901401117,0.3282475402979967,0.09436813015363281,0.06573494673141536,0.13581837214671183,0.08417954649869347,0.1473362388913616,0.04219475383052097,0.6632142457030975,0.1075032311055009,0.052115457572342073,0.1722444458746754,0.20134586643915187,0.09190574999128613,-0.04226595246072441,0.04591715768794686,-0.03795215621671713,0.017777574151838196,0.0413225660150748,0.03708824332558885,0.0514366030883187,0.020353188272398924,0.006260973351661189,-0.018634886055746362,0.017601555692121688,0.09915560852883722,0.08996171952716595,0.054737770453943825,0.11901982169558242,-0.00038866265934300935,0.10548730904030179,0.14767271515160416,0.15260080434268034,0.12243800554534678,0.10733724515340047,0.08945008893795815,0.07683787656206084,0.24063954039984847,0.1821372441991711,0.12218850963895284,0.024780657955881448,0.6404244260436087,-0.15834225279797612,0.1025402582049735,0.7346901351542461,0.11649993853823894,-0.10903657194088327,0.6403556991365517,-0.06602889191327357,-0.0032526955330986432,0.18142842424354685,-0.10289450509170497,0.013250891894690486,0.6242483519027221,0.4434518403622424,0.4007108213207344,0.09232946111043602,0.17728864996343083,-0.12037015355678224,-0.08008737597143765,-0.05659207105613364,0.6506781910753703,-0.08970846880597172,-0.009844669458729834,0.025128739171618095,-0.016381034781849695,0.09821212719576555,0.02208925358132204,-0.15930399539427614,0.09436813015363281,0.08996171952716595,-0.055733926297676775,-0.006920256370515284,0.04924469576226675,0.3290459784394111,-0.02704768352054549,-0.11250776187667617,0.0699921599909051
PPA,-0.010395376613401175,-0.035448542556787345,0.0363400568372685,0.012674517662216903,-0.045692378478434825,-0.04690967420861271,-0.04703034761007716,0.11674380314328638,0.12458898966376493,0.07256686231202732,0.08103981476384443,0.03463044962960387,0.04329721940561179,0.15730534872475052,0.09708066542143923,0.06536250897412497,0.05904219707555793,0.12654362514594258,0.18412421288546382,0.0012324901003525758,0.04103834061772296,-0.033088667845021,0.24314263298795225,0.28099894380806284,-0.024727610704702526,0.000592517939611417,0.04886654369891744,-0.017508170183290987,-0.022092356065793455,-0.025124921306071416,0.00411571210156674,0.24468201612986923,0.4687726120602717,0.15027522428772802,1.0,0.6223743927284071,0.4745029858009821,0.18412421288546382,0.17559476896377726,0.07202723748616474,-0.10639277261699875,0.34526280725503294,0.022509024505831338,0.42768899964009355,0.13017226717101416,0.28131968218646597,0.28902630861602596,0.14961091251333833,0.08433431611224886,0.12654362514594258,0.05299741594101324,0.21500677382761754,0.45920609293740416,0.491677198608647,0.12086158833760696,0.06606745050728083,0.11157528041279265,0.09670495731442817,0.028653409588377157,0.2434418262319408,0.2847877906175953,0.09775885812793766,-0.0048668019727602955,0.029448075180416186,0.049128275997303135,0.029743624406779717,0.08734729602215124,0.016208063681853974,0.014431397092600792,0.03861871290354638,0.1736106411761642,0.04602133711600414,0.1830520167406211,-0.018390934930625675,0.23983450303477383,0.135716044461604,-0.13994256283289763,0.2088426586019864,-0.020296902721870926,0.06383793831998556,-0.1655265177640558,-0.08567284353369159,0.23370547413671022,-0.24962228052004398,-0.24448907358302233,0.14792202468741839,0.532557569688101,0.20146022889553591,0.23350488913630973,0.28073226804106943,0.22125061641129815,0.040380643593409954,0.24476487352846896,0.1321656637400986,0.23597328679444485,0.26168606938797717,0.2619306198376482,0.41243984741086187,0.3745501024511787,0.22133688780903688,0.17014438301771445,0.14232479403592174,0.2554416804145756,0.4393258135043307,0.0011592199640214989,-0.02409374039241921,-0.005485360504511229,0.0071921334242858416,0.08948869216661032,0.06663999381025765,0.42768899964009355,0.016208063681853974,0.036954552529618254,-0.009860342120658361,-0.03528091909768414,0.12419220647923758,-0.09231848014710953,0.09677140760320901,-0.13478008603304242
CrsPA,-0.016775219168088315,-0.03255340546643388,0.03382499789329879,-0.018781220293500895,-0.037249292552003335,-0.03766338787006144,-0.037695164642411315,-0.021798523761208336,0.0021740997752054624,-0.017579181829872607,-0.005098418000932988,-0.020736174668462483,-0.015946672715510795,0.0960791241496176,0.010685861848827902,-0.01016902601337921,-0.009358222602453024,0.08616746224013075,0.15214038263761206,-0.04115149801905766,0.04621932917143393,0.009022187436985117,0.14001191008794994,0.16179223843702625,0.024634280927016666,0.026362715100652443,0.0758782617389256,-0.03296995566464213,0.0149779710884871,0.054685539795970295,-0.012900236779321813,0.04735554897157391,0.31872913943436587,0.012523710657243522,0.6223743927284071,1.0,0.12156904645812308,0.15214038263761212,0.11674799330896918,0.18872451760948084,-0.061238473073334874,0.18365236946009417,0.008184170989614254,0.49443250274966943,0.24033185026580095,0.21982644320253633,0.2769883954110192,0.07712436868386904,0.046088735294287156,0.0861674622401307,0.0002445891598251864,0.17582921999566054,0.22181691477000165,0.23605135083953363,0.0842231268846898,0.021804604513292913,0.04439452854732288,0.021859804315741353,0.045981471913703734,0.021287855356136552,0.03029654483413187,0.05657278674534006,-0.011877884687464365,-0.006820449993537176,-0.005015786388085165,0.007001349156614443,0.10500076140461294,0.024290268702607216,0.0700646993597739,0.012976457912775342,0.15539074277068746,0.11535661090248081,0.18101128293122967,0.03953767355038658,0.16456828078162922,0.04441610061786673,-0.06413482554759985,0.07644661671323139,-0.006358219866831629,0.08412084707971185,-0.07834672413653658,-0.02930268535947693,0.1794381097759695,-0.13389930182499676,-0.08323569892524718,0.07479171314937653,0.3295262744837249,0.0008234222681592736,0.17941989045694098,0.2219109389644315,0.18289311423008273,0.012302992285975024,0.1811305068593165,0.08840909931547307,0.1448988493503302,0.1736510918339928,0.18819658444603302,0.29676373999123434,0.2738383140776173,0.027739348843078753,0.04664696637407506,0.023265142867828416,0.14091808495672747,0.33012606872026107,-0.009711964443057067,-0.007019148185421374,0.015130363553793076,-0.023700358041462043,0.014788890771941126,-0.025688782290114173,0.49443250274966943,0.024290268702607216,-0.003300570627198706,0.0020758659085654413,-0.014255601305411321,0.040742247882953365,-0.06027993136969093,0.0540745361285114,-0.0715145760590848
PasProg,-0.019840428263821867,0.015645591128615712,-0.014881662382653897,0.08780586919594889,0.05128810684986998,0.050145311994716724,0.05001576494228551,0.02340799384048284,0.05198886158858686,-0.026914536666564907,0.06086852854236905,0.019897192085156064,0.05206128011970889,0.3036976471958246,0.11448934365492575,0.014269644794284749,-0.0007786875130343804,0.5959197123575476,0.603589913054022,0.3013394112012097,0.4917582835316227,0.217774151018151,0.589254372207058,0.6079617637721129,0.09549391732380227,0.4581771382444869,0.4872626764624005,0.20109788797234404,0.22247678566227214,0.07692562957673697,0.23555019487004658,0.10928205159814244,0.2434587207544897,0.7113613042375001,0.4745029858009821,0.12156904645812308,1.0,0.603589913054022,0.6311015173293475,-0.0009500404773381631,0.06958702424004076,0.21785687768774695,0.22047968023884296,0.22201894451201862,0.08804272488778582,0.21840097913487436,0.14062772392490797,0.22093372173633838,0.059729643227671644,0.5959197123575476,0.10946712941805703,0.17128994307296685,0.3661528524427061,0.4099145980087913,0.11592948554033758,0.022451066343381024,0.08091633354380025,0.017064123479363588,0.011714518445897947,0.12778417609759163,0.1507883383113696,0.07360653821777723,-0.030029622125756425,0.028873261384208072,-0.0008280553408577066,0.02848256134346706,0.21436576187848289,0.17696214372889094,0.1473014150443725,0.17656055900438736,0.06910214370002289,0.12845575292767228,0.21287011471702968,0.10382024136932484,0.20099273795512618,0.19882647627324204,0.03342699640500427,0.20068750568138458,0.20321796622867797,0.2616791012868223,-0.03776530295411413,-0.0476880994996503,0.6225866430347893,-0.31738141525224123,-0.07074732143376737,0.6692031073219703,0.37058072446487095,0.03553479657158985,0.6224550756616262,0.09306517511924059,0.0783885624667606,0.14736846254328267,0.04551161356175022,0.09189271493388597,0.6141940937146073,0.49125449884670747,0.42838460771661196,0.25311721356646144,0.29489996772896665,0.009202238508617365,0.05022361219295977,0.07679332859359944,0.6446244456889569,0.11507264267134028,0.0015087295470193568,-0.03767831654733313,-0.015002614930294856,0.09239639254617706,0.12696342183086384,-0.09042937097993509,0.22201894451201862,0.17696214372889094,-0.02784415598420195,-0.006898454409363046,0.008672350972624967,0.3882414021492069,-0.04621916167348462,0.010258528228636427,-0.0435043421632034
PasAtt,-0.007825819853408257,0.08472031843675219,-0.08410480816320637,0.06214395149063698,0.110663537727125,0.11673621326006667,0.11656414214094844,-0.16663426726960617,-0.15829439251879376,-0.14203964933226562,-0.055290488464567335,-0.03291802318187348,-0.012069376737789414,0.14751981150391377,0.021929365565142262,-0.08222053415330681,-0.08316814268228688,0.9720023732807382,1.0,0.46479792857852154,0.9127139912304841,0.6167365101086342,0.8127179388573502,0.7972359146644175,0.3868670993785558,0.8493260933681245,0.8772385366308458,0.4180868131632086,0.5417926292772518,0.43825524299066454,0.29659432814481385,-0.0004726885793738384,0.10358951430806074,0.6554415861070231,0.18412421288546382,0.15214038263761212,0.603589913054022,1.0,0.9761981030112187,0.3131538730589704,0.3763765993188367,0.06411433905519731,0.3450462266280006,0.22130582615536554,0.28959768040146894,0.1408244991036807,0.10764892888182336,0.12026500811967762,0.04461291301398704,0.9720023732807382,0.08440597650019444,0.15878354340651402,0.11336506763808799,0.1490424120524753,0.15577638687196624,-0.05664754031066195,-0.028312839719552105,-0.11231753631774449,-0.02878871650627539,-0.028075872420801295,-0.009325522046878896,0.06144273693812843,-0.0036367361423091413,-0.029249360511028003,-0.08552762243157938,-0.013288035537718254,0.1710923272648451,0.1263439508997431,0.16871203708421487,0.1225338143265524,-0.019054328518033323,0.18151715112442604,0.1581647995854006,0.22619760090696123,0.05985215499971291,0.10120009503578863,0.16845189641656919,0.03535992165907268,0.35059469591122255,0.28749821586296637,0.2233349147050451,0.10160334316329667,0.9617326423493774,0.04687850361914337,0.4768253712296212,0.8222524772861185,0.1523334191127265,-0.17777600047151765,0.9617503447571059,-0.07325579415215357,0.006804162803328499,0.1396731522090976,-0.12115602374379204,-0.06986821482051228,0.8669624007730313,0.6636091358952485,0.6404508981979756,0.182179021316181,0.26211864398592544,-0.08845626541828537,-0.22815027816095187,-0.10044028961486447,0.8845777852482917,-0.05903011939566823,-0.025638634394484133,0.014594419749590193,0.024678472471364975,-0.02628424384249943,-0.062375167324833614,-0.22118164376361166,0.22130582615536554,0.1263439508997431,-0.10782315583689071,0.03998602495422864,0.06540561256347997,0.4528012373602603,0.03207683846442746,-0.16839597060347658,0.16927657893513845
PasLive,-0.00890844040335,0.057620857704842786,-0.056995019893260564,0.055245977193267376,0.08830220141319882,0.09305619131379185,0.0929016824397354,-0.1381013580664501,-0.11071169457597915,-0.11184869127604548,-0.0216391952140156,-0.010902440115325382,0.014489291542172005,0.16474435213944963,0.01582691241064397,-0.07582463840264575,-0.07447569452856288,0.97030298403523,0.9761981030112187,0.49659055682603437,0.8935227336701241,0.5383448191198964,0.8180645263721102,0.8052275355105005,0.35011523847274595,0.8541054286558499,0.8719855515583403,0.40521364191493886,0.4912360957554506,0.34230465169327867,0.32780676960596233,0.004176428890118828,0.09967911153713808,0.677929509367223,0.17559476896377726,0.11674799330896918,0.6311015173293475,0.9761981030112187,1.0,0.10089931457503339,0.2848304135233169,0.0699133933817999,0.351394811873793,0.1406169008016196,0.13499436946642332,0.07671539462165651,0.05763084464816142,0.06310448947197256,0.0254686116145553,0.9703029840352299,0.06387766023058136,0.14365974672596613,0.12390705039726,0.16995887250694483,0.09448380346856185,-0.044811743847800484,-0.006781280809110435,-0.10276700726673078,-0.015932132988214154,-0.014865677502499949,0.0039078774588546935,0.02357928990874059,0.00482045835688654,-0.022327611944326576,-0.07668818506143447,-0.005763629359352893,0.1769150694632377,0.13338757335066284,0.1587148243423674,0.14161309901144656,-0.011614175362933552,0.16903111861497588,0.159907034523264,0.2154865471440487,0.07555946293863032,0.12541758767829136,0.17932939509280946,0.056790707895933885,0.35658500351782313,0.29475293931977137,0.22811340924236057,0.08865692851796478,0.9511586122832076,-0.032842809482991425,0.42337330467601714,0.8596126933050167,0.14738870428726347,-0.13154406521661885,0.9511566742241729,-0.05545081088855374,0.02522896902231515,0.1650166032858305,-0.10774933036090921,-0.0648900971631918,0.890457116502404,0.6847493354139217,0.6457530394836926,0.18286429295198744,0.2619154197761167,-0.07075373703921686,-0.19772828161154943,-0.06629312577845833,0.9235079395713209,-0.053446791396786764,-0.019683937565300347,0.01747891035241581,0.015160645399383237,0.012841990096423702,-0.0383273547743351,-0.2067341983276556,0.1406169008016196,0.13338757335066284,-0.09362350964732843,0.020895211398422313,0.06577764229409143,0.47905449458385546,0.07152557106679497,-0.12149367501131147,0.14503677642641677
PasDead,0.0030850343772674768,0.13196404104331214,-0.13218605824622692,0.04431078299772449,0.12379939239017923,0.13078499335581995,0.1306605068797451,-0.16308361927244314,-0.25014200829630184,-0.1653456637102832,-0.1612424569393752,-0.10506667484995262,-0.12126189540037717,-0.0501274594479895,0.028191367406991748,-0.04662971236819764,-0.05706756230350695,0.21333092690541697,0.3131538730589704,-0.03411604697066183,0.2790655179392266,0.47474107504805485,0.14507603506836647,0.1305973656325171,0.2402485606427379,0.16539402055922356,0.2136023230132315,0.1521801552134232,0.3331304092162808,0.5118581438040705,-0.07475883794994335,-0.025649789391664117,0.03501440273161598,0.03243576805685652,0.07202723748616474,0.18872451760948084,-0.0009500404773381631,0.3131538730589704,0.10089931457503339,1.0,0.4813620589098433,-0.01379158092684143,0.04272295161226943,0.39844840468081233,0.742078334289032,0.30615214985892597,0.23971064273731507,0.2720723528453747,0.09180777211436401,0.213330926905417,0.007102864961301731,0.09635415886842849,-0.027592812947633594,-0.06040446357749664,0.2969017825958172,-0.06836529280520144,-0.1112468894477641,-0.06769811766243725,-0.06198027863201108,-0.07523815735072786,-0.060688441929754824,0.17737833388900667,-0.0406547066414888,-0.054097367687912686,-0.05931497413319674,-0.035451477500590904,0.013127852929922178,-0.0012125098077397504,0.08229751199449435,-0.057174723867323314,-0.03570590730478032,0.0944422261892145,0.02626462645420217,0.0982225222343552,-0.05685643940520646,-0.0798323389920952,-0.00905365244667064,-0.0824618903788374,0.05133458745401949,0.032464947366142125,0.032321990213831975,0.08067395861775808,0.2460983248395207,0.36580945288705596,0.3437341082678982,0.008066692217668816,0.03968978432245344,-0.24970019885163305,0.24619203466120412,-0.09907099487854924,-0.0851676789694404,-0.08231950589855774,-0.08907868980127275,-0.03946497856995656,0.0741100965393663,0.039014193216010996,0.10585247895434438,0.018688548167394355,0.04125188828698381,-0.0994030419466192,-0.1891780302127334,-0.1776201093635223,0.008546926853712352,-0.04321645331145804,-0.030839210086884696,-0.008339897079258833,0.047895900618887904,-0.18534412951379822,-0.11771552719758578,-0.10847063437007701,0.39844840468081233,-0.0012125098077397504,-0.08728513354623024,0.09196521209462823,0.011927863221064474,-0.019290964179614553,-0.16162050469122666,-0.23997610351474874,0.14780380519585082
PasFK,0.016093778883867888,0.20404550476911693,-0.2039808288455826,0.10555602841023283,0.21519542174953296,0.22085006434101012,0.22078469989818536,-0.14953408877163565,-0.26836530049395113,-0.18017660915861017,-0.15020712243874815,-0.07662142619589825,-0.07299154603774578,-0.037501532418726315,0.05425697847336775,-0.024186842394522262,-0.03735435239893318,0.3590697985526312,0.3763765993188367,0.1732280141401362,0.5060302397390061,0.5871137144291783,0.08816161635471301,0.043697023478080736,0.27156600348949733,0.3950279929495645,0.37432639776348936,0.3439028876757394,0.5908678788090315,0.6339310675174341,0.14524101353162847,-0.02117584326443635,0.018303199758748223,0.18041190298681745,-0.10639277261699875,-0.061238473073334874,0.06958702424004076,0.3763765993188367,0.2848304135233169,0.4813620589098433,1.0,-0.03874023465074671,0.2577638209687666,0.10181214521421711,-0.01519850610772469,0.20438206367247452,0.13830676825537377,0.2000352480008388,0.08046953426303088,0.3590697985526312,0.022013151340053213,-0.14461340939055933,-0.1010447024475367,-0.1298500401283866,0.26440147355842875,-0.11071889293985544,-0.11604412241373081,-0.08241123786571955,-0.059441838799614226,-0.09479203237981487,-0.07880768899052228,0.1452824509264116,-0.049590117745979205,-0.047556019153627595,-0.09043540248320665,-0.029788102665410963,-0.05373620277575004,-0.04162832538330299,0.013331541851677566,-0.044806736713038184,-0.11814057091061933,-0.010414073152752825,-0.05182908503279287,0.049494836312455465,-0.07055330748763576,-0.07085220492052113,0.13103276817938883,-0.13456756177074125,0.13881827893289855,0.01355503757939642,0.13303258637508358,0.1323073538739452,0.2861277473842336,0.44715565981532335,0.4828741298378349,0.1711816530661896,-0.25715938741442324,-0.35599301660015464,0.2861592620418594,-0.2267138593403841,-0.15005782759728975,0.00029100295667603234,-0.2163238097555526,-0.1986515175136759,0.22364016715867086,0.1258399669821555,0.18226470212774865,-0.1629708304022171,-0.06958259181322246,-0.23278294559405924,-0.31137523069251477,-0.22332785518855602,0.14794260041190507,-0.3425078330925919,0.023272575884635893,0.03127716410920882,0.13637285386943243,-0.15930584895030275,-0.1255684075128005,-0.21173817552734087,0.10181214521421711,-0.04162832538330299,-0.0983328286756376,0.03399833961012408,0.06796986328433251,0.05398931826580287,-0.10181313726826322,-0.24622937151382754,0.21247244526788125
TB,0.03931318161706319,0.018986564570965394,-0.020529437271867432,0.012056045912663304,-0.009210637527673224,-0.011894035353577227,-0.011781398539299038,0.08756475338194308,0.08988059731939928,0.06717684013317822,0.0420776503542395,0.0281592956946866,0.037170060503930125,0.07185830999884735,0.1508160399878075,0.03623431758973236,0.033969417710549614,0.033735208505502746,0.06411433905519731,-0.012847609704828676,0.000535482405740504,-0.028052339082143857,0.09327015253454757,0.12124475189460025,-0.08288689860130372,-0.035497092908878945,-0.012157081365807707,-0.04028443219543812,0.010382553744947122,0.009579830557260176,0.017918099468896144,0.4164764269019881,0.23136000313375502,0.16433519901401117,0.34526280725503294,0.18365236946009417,0.21785687768774695,0.06411433905519731,0.0699133933817999,-0.01379158092684143,-0.03874023465074671,1.0,0.004431170717486821,0.1821353872389637,-0.06586052210312632,0.29941979585962697,0.4162090340676492,0.06823293164942254,0.05727054147068546,0.03373520850550275,0.020262432658751904,0.06080862911777674,0.23585361446313804,0.24604237708588364,0.05588598104773632,0.04096165050326646,0.0836806537283576,0.027469291226867778,0.03263979867934529,0.3498903736555501,0.4256481648209386,0.020713864553692896,0.0897086984695267,-0.0004491430674701058,0.040839653888550265,0.03735983594448403,-0.03219211239729503,-0.020080283590525935,-0.04806887881385728,-0.0035198589967113743,0.0054955343117611315,-0.03046828417771182,0.1366326737737106,-0.05610704006910716,0.246431808827357,0.028232751021872567,-0.04834497571293321,0.05196630303296697,-0.04708297399771103,-0.04606789022016773,-0.11101042046328041,-0.04606560098593439,0.07165384901347319,-0.11436635377086601,-0.14661562638512496,0.09826510552484063,0.18921810424013416,0.09833398082270042,0.07155574738362493,0.04408532305229767,0.04301551322814348,0.014906681076604443,0.032412043143797815,0.015915974179999497,0.0999178775029945,0.10712822950847072,0.11894027798283102,0.13538894249141586,0.16418841228716524,0.09002852988339251,0.06139001897684138,0.04156470785294365,0.1075375209722524,0.12877213007654578,0.026883063540761205,-0.00622541595146641,0.003072595808951234,-0.01742106800351592,0.04792130740316429,0.007212876398982497,0.1821353872389637,-0.020080283590525935,0.03461273981696275,-0.023623823877070196,-0.01677207997959987,0.03534935849083336,0.014830552125477596,0.060829824263753655,-0.04594746549298607
Sw,-0.0032906265283055743,0.07070775129671185,-0.07145003143954631,0.06480891310340292,0.08366264139428192,0.08246354516908469,0.08243365395286253,-0.014126784199511121,0.04055581764310603,-0.04849413652099388,0.013127038112184491,-0.015962110444221227,0.007469391637476547,0.15941935913294342,0.02412234574267758,0.010305078254460006,0.0044976713890567625,0.342547115412121,0.3450462266280006,0.14109005206345818,0.40200411528241525,0.24650092057500878,0.22585423752733175,0.20559730437763607,0.1006718420596758,0.2767631044057427,0.2899124878750712,0.09525240427695146,0.43030933985949826,0.31116121998130797,0.2296928390364521,0.004128304018891065,0.13609484905981303,0.3282475402979967,0.022509024505831338,0.008184170989614254,0.22047968023884296,0.3450462266280006,0.351394811873793,0.04272295161226943,0.2577638209687666,0.004431170717486821,1.0,0.12805098944720117,-0.016449095915305384,0.09994628130716529,0.07747248835437277,0.08129800242897446,0.016530130656328815,0.34254711541212113,0.04266197493548609,0.042214369754420514,0.0950260591820359,0.06213754690204041,0.21077098177836776,-0.009486970763020134,0.004336015389379328,-0.03356016308382985,0.0041654180460131696,0.015818074002447537,-0.005979170284931234,0.052386815543418216,-0.028176952843706325,0.0481416659769688,-0.028367314188258344,-0.0017066013988299418,0.005693344887578313,0.0168286431595286,-0.0013913165260887699,0.03668610571914808,-0.038382257662384414,0.043123242912602805,0.035405778698946254,0.08671219965406947,0.010749885094331134,0.006355478395482597,0.04811699338738492,-0.014300532061721282,0.17687732532444633,0.0783244201253732,0.09703386827344768,0.017055143219465236,0.335197862931771,-0.042715614854071,0.14268678818040087,0.34190195166319637,0.017434998683152455,-0.08119928366869386,0.3351020649045207,0.01626744002114443,0.07332763113001617,0.09981491610427992,-0.023841676679563762,-0.016236716919787644,0.33911991040699946,0.29206501188451733,0.31963971104689826,0.09590440839266506,0.1523983167235185,-0.06856796307413184,-0.05988676545947682,-0.021153312882156508,0.3421531780964836,-0.07351037413072649,0.005133541023316439,-0.014581850884143256,-0.006731914188983608,0.09910097782215148,-0.020489994398905115,-0.06979088972364984,0.12805098944720117,0.0168286431595286,-0.03002170405331115,-0.019020277708364335,0.009826764021074259,0.18356318612913605,0.0332905863771052,-0.10794358123296983,0.06908014867502289
PasCrs,-0.006529424325918157,-0.009600975352824425,0.009929455604319704,0.001415174007184872,-0.05576543112043614,-0.057000009736572335,-0.05696630346984976,0.031045495573946896,0.1074875485061778,0.07280853538480876,0.05789449899850864,-0.011617741281600426,-0.0034976647147821676,0.22063344081635716,0.16763802310833306,0.05513372638760571,0.0455450852347023,0.10040227005212324,0.22130582615536554,-0.16867483547424106,0.03428445067538006,-0.05379758071072436,0.2094405181080558,0.24636081263594534,-0.013202121863603939,-0.030693718651870944,0.06303669086793506,-0.12519683987907554,0.03127030267773644,0.12497964637719909,-0.11157141625113547,0.07890819461286595,0.42757079784924573,0.09436813015363281,0.42768899964009355,0.49443250274966943,0.22201894451201862,0.22130582615536554,0.1406169008016196,0.39844840468081233,0.10181214521421711,0.1821353872389637,0.12805098944720117,1.0,0.32600584791400716,0.688558175317823,0.594342298858417,0.5339238854258591,0.19845099309635747,0.10040227005212325,0.04197855359902297,0.3548583113132111,0.39513932133005664,0.29495577429855097,0.4980848105541862,0.056617527647619875,0.036202306435348136,0.1634015983777924,0.014118301813335815,0.07970312948776151,0.06476319502923561,0.2851030910002716,0.017654680146403933,-0.018181543411818935,0.02635313261661045,0.01530894619423466,0.08346036495991602,0.05390188683318527,0.03831825833395494,0.038174478606648625,0.11414823475573044,0.08382684066089509,0.16069767519763148,0.011891878644159592,0.16545337694414147,0.016378790035152774,-0.12581432123029318,0.07334502518602891,-0.010070633290463484,0.06488676210235572,-0.15521021689710213,-0.0773865606424339,0.2437402493418896,-0.25725388671683846,-0.23359024333914546,0.10751095412590235,0.5895294192437933,0.11726203206038027,0.24356221243286083,0.2682317093961445,0.21579534696027414,0.011357652424675957,0.21609853788878247,0.13900029445027015,0.1970777990424439,0.2503535564368261,0.2242960684433194,0.39915865866847694,0.38836292760165725,0.15932472231361466,0.1254010805958839,0.09632354767713994,0.20245861771084356,0.4646248818902219,0.011834994585046053,-0.019547474455467628,0.0035785529176481025,-0.024279539681945336,0.08888786423585836,0.009057228976601297,1.0,0.05390188683318527,0.02231027767985941,-0.019310679637236303,-0.045508254637570585,0.09572082679347237,-0.14818330620492529,-0.08298351934586881,-0.15849931559676714
